row_num_1,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Invalid Columns
20543,2020-06-17 15:11:26,59.111.236.164,30.172.248.0,57390,57435,TCP,1127,Control,FTP,Vel quo temporibus accusamus. Laborum sed nesciunt pariatur. Cum minus aspernatur consectetur. Vero in at enim possimus sapiente esse. Mollitia vitae reprehenderit modi alias nam.,,81.64,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Romil Ramachandran,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),Segment A,"Durg, Odisha",160.226.70.209,Log Data,,Server,Device Information (Suspect Bot)
20550,2021-03-02 02:27:00,170.243.216.90,147.7.185.15,1191,44701,TCP,836,Control,DNS,Quisquam officiis a quae molestiae numquam incidunt. Dicta recusandae quo reprehenderit officia. Illo pariatur consequatur voluptate magnam quam. Nemo omnis molestias omnis aut quae consequuntur.,IoC Detected,97.58,,Malware,Known Pattern B,Ignored,High,Hiran Agarwal,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.1),Segment C,"Orai, Jharkhand",,,Alert Data,Server,Device Information (Suspect Bot)
20578,2023-07-19 23:35:40,204.4.185.38,223.23.180.34,27794,60624,UDP,933,Control,FTP,Ex odit libero quod. Sed modi sit beatae. Voluptatum velit quo quis iste impedit veniam quas.,,84.8,,Malware,Known Pattern A,Logged,Medium,Darshit Ravel,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0),Segment A,"Mahbubnagar, Tripura",134.157.43.66,Log Data,,Firewall,Destination IP Address (RBL)
20586,2021-08-05 07:25:43,20.192.144.32,114.247.109.143,34577,57463,UDP,1404,Data,DNS,Reprehenderit autem reprehenderit consequuntur. Nihil ratione sint tempora perferendis. Ea iste veniam consequatur voluptates. Ratione dolores officiis.,,92.68,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Kavya Keer,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.1),Segment B,"Eluru, Haryana",,,Alert Data,Firewall,Device Information (Suspect Bot)
20587,2021-09-03 18:56:08,60.88.40.162,62.229.170.108,40970,10892,TCP,1340,Control,HTTP,Excepturi adipisci omnis temporibus odio.,,6.79,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Anaya Saran,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.1),Segment A,"Thoothukudi, Meghalaya",117.86.204.129,,Alert Data,Server,Device Information (Suspect Bot)
20591,2020-12-28 20:36:02,120.170.100.100,205.209.148.182,61843,20805,UDP,1028,Data,HTTP,Dolore laborum deserunt id dignissimos repellendus consequatur. Facere quae nostrum expedita. Unde porro illum animi. Explicabo maiores tempora molestias.,IoC Detected,20.66,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Oorja Bhatnagar,Opera/9.99.(Windows NT 10.0; nan-TW) Presto/2.9.180 Version/11.00,Segment C,"Jalandhar, Karnataka",,,,Server,Destination IP Address (RBL)
20594,2022-11-26 08:38:57,129.9.100.88,57.12.77.51,14822,38045,UDP,1252,Data,DNS,Dolorum doloribus aspernatur. Praesentium harum eaque minus quae architecto harum quasi. Eveniet iste nesciunt voluptatibus. Nostrum exercitationem quibusdam.,,31.98,,Intrusion,Known Pattern B,Ignored,High,Shaan Borah,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_7; rv:1.9.6.20) Gecko/6926-05-07 05:01:04 Firefox/9.0,Segment B,"Tirupati, Manipur",85.19.135.25,,,Firewall,Source IP Address (RBL)
20595,2023-09-12 06:06:36,13.163.159.249,113.22.217.97,13893,1167,UDP,466,Data,FTP,Molestias corrupti dolorum vitae. Nisi excepturi nihil dignissimos quos. Exercitationem ipsam et delectus quasi dignissimos voluptatem temporibus. Ullam delectus saepe veritatis nostrum dolore.,IoC Detected,2.48,,Intrusion,Known Pattern A,Blocked,Medium,Ranbir Hayre,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6 rv:2.0; km-KH) AppleWebKit/531.27.5 (KHTML, like Gecko) Version/4.0.2 Safari/531.27.5",Segment C,"Ulhasnagar, Goa",6.84.56.115,Log Data,Alert Data,Firewall,Source IP Address (RBL)
20600,2021-11-05 09:35:02,25.161.44.138,87.254.104.10,46699,13474,ICMP,1439,Control,DNS,Voluptatibus quos vitae dolore repellat. Vel nostrum cumque eos placeat maiores nostrum.,,78.42,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Farhan Contractor,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),Segment A,"Berhampur, Manipur",,,,Server,Device Information (Suspect Bot)
20613,2022-01-29 14:31:29,151.211.108.29,158.176.158.148,37797,32430,ICMP,1292,Data,HTTP,Beatae aspernatur perspiciatis. Pariatur sed eum ipsam veniam. Qui sapiente necessitatibus eos quos aut. Doloribus minus esse distinctio saepe maiores ipsam in. At rerum iste rem hic vel minus.,,85.35,,Intrusion,Known Pattern A,Ignored,High,Yuvaan Ghosh,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),Segment A,"Bardhaman, West Bengal",8.159.63.205,,,Server,Device Information (Suspect Bot)
20620,2020-11-01 13:58:16,112.251.254.113,100.17.206.216,38884,21141,ICMP,1048,Data,FTP,Ipsa labore quo. Facilis maxime et maiores pariatur itaque laudantium. Voluptate earum dolores recusandae aperiam fuga. A nostrum corrupti. Asperiores illo eveniet inventore. In sapiente at maiores.,,64.02,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Tanya Lala,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.1),Segment B,"Dibrugarh, Mizoram",113.249.56.123,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
20621,2021-06-09 07:02:41,137.55.130.100,158.13.233.25,50372,31141,ICMP,551,Data,DNS,Incidunt veniam sequi nulla ab hic. Doloribus esse in nam. Repudiandae optio aperiam voluptas ut.,IoC Detected,75.25,,Malware,Known Pattern B,Blocked,Medium,Sahil Chahal,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.3.20) Gecko/6747-05-05 01:07:38 Firefox/3.6.18,Segment A,"Tinsukia, Sikkim",203.132.127.248,,,Firewall,Source IP Address (RBL)
20631,2023-03-16 21:12:58,86.76.143.98,79.135.224.244,39608,43895,UDP,485,Data,HTTP,Necessitatibus non molestias ipsum. At officiis officiis provident eos ex eos. Libero ab odit doloribus cum cumque. Impedit voluptatem dolor officia atque facere.,,17.32,,DDoS,Known Pattern A,Ignored,High,Stuvan Tandon,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; lv-LV) AppleWebKit/532.19.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.19.5",Segment B,"Lucknow, Gujarat",,Log Data,,Server,Destination IP Address (RBL)
20650,2022-09-12 13:37:50,58.247.209.160,89.170.119.188,16542,63019,UDP,722,Data,FTP,Error sed magnam. Debitis culpa aspernatur quas sint laboriosam. Voluptatum commodi similique dolores repellendus sunt. Dolores corporis sed qui veniam ab. Suscipit velit quisquam nulla nam fuga.,IoC Detected,6.81,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Nehmat Bhakta,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_8; rv:1.9.5.20) Gecko/3181-06-21 22:53:22 Firefox/5.0,Segment C,"Saharanpur, Meghalaya",,Log Data,,Firewall,Destination IP Address (RBL)
20659,2021-02-06 06:39:10,79.12.58.86,132.222.218.171,35928,41904,UDP,1366,Control,HTTP,Illum fugit aliquid autem qui laboriosam illum dolorum. Ullam quos itaque recusandae reprehenderit eius vitae veritatis.,,92.7,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Hrishita Kanda,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),Segment A,"Begusarai, Assam",,Log Data,,Server,Device Information (Suspect Bot)
20671,2022-04-01 11:55:05,49.214.179.73,7.120.240.30,7886,26754,ICMP,1224,Control,HTTP,Soluta facere aperiam illo quisquam. Numquam delectus sed sunt distinctio quidem sequi.,,66.57,,Malware,Known Pattern B,Logged,Medium,Divit Shan,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_2 rv:5.0; hsb-DE) AppleWebKit/534.7.1 (KHTML, like Gecko) Version/5.0.3 Safari/534.7.1",Segment A,"Kolkata, Tamil Nadu",,,Alert Data,Firewall,Source IP Address (RBL)
20675,2022-01-07 03:29:01,31.66.60.143,185.97.186.90,20735,19485,TCP,1271,Data,FTP,Tempore et qui ipsum non ex aut. Illo quod asperiores sunt. Dolore beatae quaerat iste temporibus tenetur ducimus laboriosam.,,23.34,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Anahi Bora,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),Segment B,"Muzaffarpur, Meghalaya",,,Alert Data,Server,Device Information (Suspect Bot)
20686,2020-07-10 14:33:01,172.137.87.89,41.170.35.247,20529,8971,UDP,789,Control,HTTP,Reprehenderit fugiat consequuntur dolorem quos quia possimus quia. Praesentium repellat aliquam animi minus error nemo.,,29.23,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Purab Jain,Opera/9.98.(X11; Linux x86_64; ckb-IQ) Presto/2.9.187 Version/12.00,Segment C,"Bilaspur, Mizoram",122.178.121.85,,Alert Data,Firewall,Destination IP Address (RBL)
20699,2020-09-14 23:27:48,193.75.219.220,125.140.226.192,22693,5721,UDP,84,Control,FTP,Praesentium tempore fugiat illo iste dolorem optio. Cumque recusandae doloribus et. Perferendis ipsum ducimus ducimus amet sequi eos. Totam ad eius quos.,IoC Detected,2.71,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Mahika Kalita,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/56.0.819.0 Safari/532.2",Segment C,"Pune, Andhra Pradesh",216.68.14.189,Log Data,,Firewall,Source IP Address (RBL)
20701,2022-06-08 21:50:48,205.77.87.83,167.182.193.103,63648,14015,ICMP,1243,Control,DNS,Officia veritatis veniam vitae recusandae a vel. Quaerat perferendis voluptate facere et. Dolores nemo nulla a provident.,,66.53,,Intrusion,Known Pattern B,Blocked,Low,Mohanlal Dhingra,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/35.0.875.0 Safari/533.2",Segment A,"Agartala, Maharashtra",37.94.9.136,,,Firewall,Destination IP Address (RBL)
20704,2020-04-11 13:18:34,109.127.121.241,35.223.109.51,6632,10832,TCP,172,Control,FTP,Aspernatur culpa hic vero. Reiciendis velit nostrum ad maiores dicta. Ad sit provident quaerat ipsa vitae. Quidem minima hic commodi. Officiis quo vitae.,IoC Detected,71.77,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Tara Ganesan,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment B,"Mango, Meghalaya",120.103.79.251,Log Data,,Server,Device Information (Suspect Bot)
20711,2020-10-25 14:12:23,135.253.134.6,171.253.153.4,23691,21395,UDP,356,Data,DNS,Minus consequuntur molestias. Sequi blanditiis quasi eligendi incidunt occaecati dolorum molestiae.,IoC Detected,1.05,Alert Triggered,Malware,Known Pattern B,Blocked,High,Adira Vohra,Opera/9.37.(X11; Linux i686; unm-US) Presto/2.9.178 Version/10.00,Segment B,"Dewas, Nagaland",105.48.134.116,,Alert Data,Firewall,Source IP Address (RBL)
20717,2021-08-20 18:52:47,114.15.77.84,198.192.129.17,21550,53766,UDP,488,Control,HTTP,Consequatur porro nostrum est recusandae. Praesentium ratione odit ab. Vitae possimus corporis officia blanditiis neque eaque. Recusandae laborum unde vel.,IoC Detected,32.63,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Miraan Kakar,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/3951-09-16 12:38:28 Firefox/3.8,Segment A,"Ludhiana, Mizoram",86.250.181.135,,Alert Data,Firewall,Source IP Address (RBL)
20721,2022-06-01 12:25:13,61.212.250.237,23.46.7.15,61957,43276,UDP,111,Data,DNS,Nobis vero voluptates nobis. Similique nesciunt ab iusto tenetur reprehenderit dolorem quo. Totam illum sed perferendis modi est. Corrupti tempore expedita eveniet similique.,IoC Detected,9.75,,Malware,Known Pattern A,Blocked,High,Akarsh Rana,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),Segment A,"Nanded, Meghalaya",,,,Firewall,Device Information (Suspect Bot)
20749,2023-02-23 22:16:14,202.30.86.140,115.164.134.177,54773,7683,TCP,426,Control,HTTP,A maxime numquam quam unde corporis. Dolores officia dolorum doloremque nisi a.,IoC Detected,79.32,,Malware,Known Pattern B,Blocked,Medium,Rohan Wason,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),Segment B,"Panipat, Tamil Nadu",60.30.184.133,Log Data,,Firewall,Device Information (Suspect Bot)
20763,2022-06-04 16:22:23,131.132.154.111,35.48.168.208,7145,31475,UDP,1141,Control,DNS,Dicta quam explicabo consectetur. Qui ullam aut ex animi natus odit. Minima sunt consectetur minima. Odit quibusdam error quaerat culpa impedit.,IoC Detected,81.75,,Intrusion,Known Pattern B,Blocked,Medium,Rati Vyas,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/23.0.808.0 Safari/532.0",Segment A,"Kakinada, Telangana",19.133.132.214,Log Data,,Firewall,Source IP Address (RBL)
20776,2023-08-28 10:24:07,189.96.121.181,176.11.78.175,36459,21696,UDP,538,Data,HTTP,Expedita sed corporis molestias. Harum ipsa blanditiis quisquam aliquid. Maxime dolor eos harum. Facilis pariatur consectetur quas voluptates laudantium ab. Illo mollitia illo dolor quibusdam.,,27.21,,Malware,Known Pattern A,Ignored,Low,Darshit Dayal,Opera/9.12.(Windows NT 6.1; st-ZA) Presto/2.9.162 Version/12.00,Segment A,"Mango, Nagaland",200.192.25.128,Log Data,Alert Data,Server,Destination IP Address (RBL)
20785,2020-06-12 05:30:13,197.199.132.220,160.13.103.156,59375,40062,ICMP,718,Data,HTTP,Eaque fugiat beatae cum. Dolore esse molestiae eveniet doloremque esse. Amet veniam nemo velit facilis quisquam nemo. Iste perspiciatis rerum nostrum magnam sint. Animi nobis veniam earum eius.,,52.45,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Ritvik Dhar,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.0),Segment C,"Howrah, Tamil Nadu",,Log Data,Alert Data,Server,Device Information (Suspect Bot)
20788,2023-07-04 10:19:01,82.35.22.163,209.71.90.173,31252,7338,ICMP,1253,Control,FTP,Reprehenderit architecto voluptatem quis distinctio enim exercitationem. Sequi excepturi minima ipsam ad non.,IoC Detected,39.29,,DDoS,Known Pattern A,Blocked,Low,Anvi Kulkarni,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1; rv:1.9.3.20) Gecko/3450-02-06 06:07:52 Firefox/11.0,Segment C,"Dehradun, Tripura",,,Alert Data,Firewall,Source IP Address (RBL)
20796,2022-03-10 06:32:34,170.85.239.205,189.105.97.139,9370,53282,ICMP,124,Control,DNS,Nulla maiores quis nihil optio omnis. Sapiente eligendi suscipit exercitationem. Consequuntur possimus aut voluptatum molestias sequi voluptatem. Repudiandae tempore accusamus porro eos.,,36.64,,DDoS,Known Pattern A,Blocked,Low,Zeeshan Sengupta,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),Segment B,"Erode, Mizoram",,Log Data,,Firewall,Device Information (Suspect Bot)
20798,2023-03-06 04:02:32,134.111.80.199,5.231.168.87,3693,17031,TCP,644,Control,FTP,Modi repellendus dicta officia. Esse nostrum ipsa nam adipisci.,,7.72,Alert Triggered,Malware,Known Pattern B,Logged,High,Nakul Srivastava,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mai-IN) AppleWebKit/535.38.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.38.3",Segment A,"Kozhikode, Kerala",188.178.232.150,Log Data,,Firewall,Source IP Address (RBL)
20812,2020-02-16 18:10:16,117.34.133.51,91.136.199.220,4243,32983,UDP,1043,Data,DNS,Assumenda similique sit. Ut sed eum consequuntur eaque doloribus consequatur. Cumque nam quos optio architecto.,IoC Detected,73.27,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Shamik Agate,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0),Segment C,"Erode, Telangana",191.201.73.99,,Alert Data,Firewall,Device Information (Suspect Bot)
20815,2020-04-01 18:13:29,189.180.74.157,10.186.221.45,33852,56555,ICMP,727,Data,HTTP,Porro cumque eligendi voluptas occaecati. Quos laudantium mollitia omnis maxime deserunt. Dolorem esse repudiandae perferendis asperiores.,,87.85,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Eshani Baral,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/44.0.850.0 Mobile/22J508 Safari/536.0",Segment C,"Srinagar, Nagaland",130.188.130.154,,Alert Data,Firewall,Destination IP Address (RBL)
20817,2022-06-05 11:14:23,215.190.174.217,56.152.225.161,3405,55735,UDP,601,Data,HTTP,Magnam ea excepturi est quibusdam veniam debitis. Saepe excepturi numquam nostrum fugit voluptate. Occaecati tempora fugit dolorem nostrum ut. Voluptate voluptatibus repellendus pariatur nisi.,IoC Detected,47.99,,DDoS,Known Pattern A,Blocked,Low,Riya Shankar,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.1),Segment B,"Kumbakonam, Manipur",,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
20823,2020-07-08 01:33:15,12.71.224.221,132.47.214.207,55747,47285,UDP,318,Data,HTTP,Sunt delectus distinctio ex et. Eligendi nulla corrupti consequatur nostrum. Aperiam deserunt distinctio ad corporis.,IoC Detected,96.25,,DDoS,Known Pattern B,Ignored,Low,Navya Ravi,Opera/8.44.(Windows NT 5.01; pt-BR) Presto/2.9.187 Version/10.00,Segment C,"Ramgarh, Madhya Pradesh",132.14.134.89,,Alert Data,Firewall,Source IP Address (RBL)
20863,2022-11-10 08:06:02,76.96.75.122,15.42.174.9,53438,39230,UDP,557,Data,DNS,Animi nesciunt ab totam suscipit quo illo. Sequi ipsum veritatis voluptatibus dolore corporis esse.,,44.8,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Vihaan Aggarwal,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),Segment B,"Nizamabad, Tripura",172.124.26.97,Log Data,Alert Data,Firewall,"Source IP Address (RBL), Device Information (Suspect Bot)"
20879,2023-02-01 11:38:00,207.88.100.223,14.91.243.9,22213,59132,TCP,350,Data,FTP,Sint fuga dolorem doloremque ex blanditiis itaque. Sit numquam pariatur numquam. Molestias impedit natus eligendi nihil recusandae mollitia cumque.,IoC Detected,94.89,,Intrusion,Known Pattern B,Logged,Low,Pari Dyal,Mozilla/5.0 (Android 4.1.2; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,Segment A,"Jehanabad, Tamil Nadu",,Log Data,Alert Data,Server,Source IP Address (RBL)
20889,2021-12-21 03:49:14,26.123.166.229,111.166.108.76,64064,56116,ICMP,1395,Data,DNS,Deserunt possimus modi esse voluptates. Recusandae fuga excepturi libero cum. Vitae repudiandae consequuntur necessitatibus aliquid fugit qui. Veniam numquam corrupti eos placeat illo.,,88.42,,Intrusion,Known Pattern B,Logged,High,Devansh Varughese,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment C,"Mira-Bhayandar, Arunachal Pradesh",66.248.141.233,Log Data,Alert Data,Server,Device Information (Suspect Bot)
20920,2022-10-24 16:35:43,187.194.108.199,99.4.50.121,47173,14561,ICMP,580,Data,DNS,Quaerat dignissimos laboriosam voluptatem sapiente accusantium sapiente distinctio. Dicta libero facilis nostrum iusto vitae numquam non. Natus aut amet voluptas.,IoC Detected,62.23,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Anvi Varghese,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.15.5 (KHTML, like Gecko) Version/5.0.4 Safari/532.15.5",Segment C,"Deoghar, Nagaland",,Log Data,,Firewall,Destination IP Address (RBL)
20921,2021-11-22 04:52:54,221.182.175.214,4.135.80.98,34508,6842,TCP,1070,Control,HTTP,Vel perspiciatis voluptates minima. Quos tempore odio est eos quos soluta. Amet nam deleniti cum. Voluptas blanditiis autem inventore eos vel debitis.,,8.25,,Intrusion,Known Pattern B,Blocked,High,Parinaaz Ganesan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0),Segment B,"Sultan Pur Majra, Haryana",,,Alert Data,Firewall,Source IP Address (RBL)
20924,2020-07-16 16:26:37,6.239.201.74,198.52.145.65,2513,13027,ICMP,1472,Control,FTP,Labore blanditiis minima vel ex. Sed aliquid vitae ipsa quis. Nostrum perferendis maxime tenetur doloribus adipisci.,IoC Detected,58.85,,Malware,Known Pattern A,Blocked,Low,Mehul Balay,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.1),Segment B,"Maheshtala, Odisha",86.104.8.110,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
20928,2023-08-07 14:37:00,203.95.142.4,168.80.251.32,1772,39364,TCP,680,Control,DNS,Eos officiis eos inventore recusandae placeat quam. Necessitatibus aliquam incidunt placeat qui voluptatem commodi. Necessitatibus similique non ipsum accusamus.,,24.8,,Malware,Known Pattern A,Blocked,High,Devansh Biswas,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),Segment C,"Buxar, Karnataka",223.135.214.143,,,Server,Device Information (Suspect Bot)
20933,2023-05-04 13:15:09,28.137.154.255,185.202.148.65,35646,48912,UDP,467,Data,FTP,Voluptas recusandae tenetur. Praesentium in nihil saepe aliquam accusamus neque alias.,IoC Detected,39.65,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Mehul Kohli,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/24.0.824.0 Safari/533.1",Segment A,"Mathura, Bihar",,Log Data,,Firewall,Destination IP Address (RBL)
20935,2021-11-02 02:01:00,81.109.228.116,5.103.57.12,30136,18238,TCP,670,Data,FTP,Quod ipsum amet. Sapiente corrupti labore reiciendis. Vitae deleniti reiciendis libero.,IoC Detected,6.85,,DDoS,Known Pattern B,Ignored,Medium,Neysa Bora,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.0),Segment C,"Pimpri-Chinchwad, Haryana",,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
20938,2020-04-21 02:53:52,197.142.60.148,38.116.55.107,7363,44325,ICMP,223,Control,HTTP,Quisquam asperiores cum nihil. Ipsam ipsum ipsam cumque.,IoC Detected,86.05,,Malware,Known Pattern B,Ignored,Medium,Vardaniya Char,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment A,"Navi Mumbai, Jharkhand",,,,Server,Device Information (Suspect Bot)
20939,2023-08-09 22:15:18,73.0.130.186,94.46.17.8,47252,14435,UDP,196,Control,HTTP,Voluptatum facilis provident excepturi. Corporis quae tempore beatae natus neque. Rerum quae molestiae. Voluptatibus eum odit a ipsum adipisci nesciunt.,IoC Detected,9.02,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Zara Banik,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),Segment C,"Phagwara, Sikkim",1.208.77.86,,Alert Data,Server,"Source IP Address (RBL), Device Information (Suspect Bot)"
20942,2021-10-08 03:40:03,82.161.167.235,52.56.164.17,12267,10061,ICMP,961,Control,DNS,Voluptates consequatur deserunt enim minima. Modi reprehenderit dolore animi. Unde soluta officia minima quisquam. Perspiciatis ea sequi laudantium. Quaerat nam unde saepe magni molestias asperiores.,,12.78,Alert Triggered,Malware,Known Pattern A,Ignored,High,Parinaaz Sagar,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.1),Segment A,"Begusarai, Andhra Pradesh",,,Alert Data,Server,Device Information (Suspect Bot)
20961,2020-11-13 15:49:48,145.123.15.110,130.49.147.74,56012,2624,UDP,1361,Control,DNS,Sed fugiat delectus quae. Quidem consectetur modi sed esse accusamus soluta. Dolorem quas quia. Sint inventore dolores ab aliquam recusandae illo. Rem molestiae cupiditate deleniti saepe aperiam.,IoC Detected,65.83,,Intrusion,Known Pattern B,Blocked,Medium,Nirvi Verma,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.1),Segment A,"Kottayam, Haryana",,Log Data,,Firewall,Device Information (Suspect Bot)
20976,2021-08-15 11:03:53,65.109.244.58,188.134.246.139,6224,31164,UDP,362,Data,FTP,Ea nulla culpa. Sint facilis reiciendis ea. Dolorem est voluptas aspernatur eos. Praesentium esse doloremque inventore doloremque.,,70.37,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Mishti Chacko,Mozilla/5.0 (Android 5.0.2; Mobile; rv:54.0) Gecko/54.0 Firefox/54.0,Segment C,"Fatehpur, Karnataka",,,,Firewall,Destination IP Address (RBL)
20978,2023-04-26 00:38:23,78.87.102.69,29.163.196.161,60301,2686,TCP,916,Control,DNS,Ipsum nesciunt cum tempore blanditiis. Nemo nulla corporis nostrum ipsam voluptate harum similique. Iste illo ipsam dolores cupiditate animi.,IoC Detected,57.44,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Hunar Keer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; cmn-TW) AppleWebKit/535.41.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6535.41.7",Segment C,"Buxar, Goa",121.247.43.2,Log Data,,Server,Source IP Address (RBL)
20987,2021-12-17 00:43:38,186.243.1.162,162.227.20.80,40504,47327,TCP,565,Control,HTTP,Eius tenetur aspernatur iste. Mollitia fugit nemo nulla libero unde. Iste dolorum numquam labore. Vitae odio impedit animi minus sed magnam.,,14.07,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Renee Dalal,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.1),Segment B,"Sambalpur, Andhra Pradesh",,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
20993,2020-12-29 05:10:05,38.215.108.28,8.244.55.242,2820,15183,UDP,693,Control,FTP,Minus voluptate quas. Vero nulla voluptatem maxime illum ipsum. Voluptates quibusdam corrupti corporis. Perferendis vel sint itaque.,IoC Detected,42.88,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Kismat Buch,Opera/8.20.(X11; Linux x86_64; iw-IL) Presto/2.9.166 Version/11.00,Segment C,"Saharanpur, Nagaland",138.23.195.48,Log Data,Alert Data,Firewall,Source IP Address (RBL)
